,Unnamed: 0,genre,artist,song,lyrics
16656,2446,Rhythm and Blues,Ohio Players,Love Rollercoast,Youll love is like a rollercoaster baby i want to ride
16657,2447,Rhythm and Blues,Ohio Players,Love Rollercoast,repeat till fade...
16658,2449,Rhythm and Blues,The Chords,Sh-Bo,"Life could be a dream, life could be a dream"
16659,2450,Rhythm and Blues,The Chords,Sh-Bo,"Do do do do, sh-boom"
16660,2452,Rhythm and Blues,The Chords,Sh-Bo,Life could be a dream (Sh-boom)
16661,2453,Rhythm and Blues,The Chords,Sh-Bo,If I could take you up in paradise up above (Sh-boom)
16662,2454,Rhythm and Blues,The Chords,Sh-Bo,If you would tell me I'm the only one that you love
16663,2455,Rhythm and Blues,The Chords,Sh-Bo,"Life could be a dream, sweetheart"
16664,2456,Rhythm and Blues,The Chords,Sh-Bo,"(Hello, hello again, sh-boom and hopin' we'll meet again, boom-a-boom)"
16665,2458,Rhythm and Blues,The Chords,Sh-Bo,Day dong da ding-dong
16666,2459,Rhythm and Blues,The Chords,Sh-Bo,Sha-lang-da-lang-da-lang
16667,2460,Rhythm and Blues,The Chords,Sh-Bo,"Ah, whoa whoa zip"
16668,2461,Rhythm and Blues,The Chords,Sh-Bo,"Ah bo da do da dip, whoa"
16669,2463,Rhythm and Blues,The Chords,Sh-Bo,Life could be a dream (Sh-boom)
16670,2464,Rhythm and Blues,The Chords,Sh-Bo,If only all my precious plans would come true (Sh-boom)
16671,2465,Rhythm and Blues,The Chords,Sh-Bo,If you would let me spend my whole life lovin' you
16672,2466,Rhythm and Blues,The Chords,Sh-Bo,"Life could be a dream, sweetheart"
16673,2467,Rhythm and Blues,The Chords,Sh-Bo,"(Do do do do, sh-boom)"
16674,2469,Rhythm and Blues,The Chords,Sh-Bo,Every time I look at you
16675,2470,Rhythm and Blues,The Chords,Sh-Bo,Something is on my mind
16676,2471,Rhythm and Blues,The Chords,Sh-Bo,If you do what I want you to
16677,2472,Rhythm and Blues,The Chords,Sh-Bo,"Baby, we'd be so fine"
16678,2474,Rhythm and Blues,The Chords,Sh-Bo,"Oh, life could be a dream"
16679,2475,Rhythm and Blues,The Chords,Sh-Bo,"Sh-boom, if I could take you up in paradise up above"
16680,2476,Rhythm and Blues,The Chords,Sh-Bo,"Sh-boom, you'd tell me, darling, I'm the only one that you love"
16681,2477,Rhythm and Blues,The Chords,Sh-Bo,"Life could be a dream, sweetheart"
16682,2478,Rhythm and Blues,The Chords,Sh-Bo,"Hello, hello again, sh-boom and hopin' we'll meet again, boom (Ba-boom)"
16683,2480,Rhythm and Blues,The Chords,Sh-Bo,Day dong da ding-dong
16684,2481,Rhythm and Blues,The Chords,Sh-Bo,Sha-lang-a-la-lang-a-la-lang-a-la-lang-a-la
16685,2482,Rhythm and Blues,The Chords,Sh-Bo,Whoa whoa bip
16686,2483,Rhythm and Blues,The Chords,Sh-Bo,"Ah bo da do da dip, whoa"
16687,2484,Rhythm and Blues,The Chords,Sh-Bo,"Life could be a dream, life could be a dream, sweetheart"
16688,2486,Rhythm and Blues,The Chords,Sh-Bo,"Do do do do, sh-boom"
16689,2487,Rhythm and Blues,The Chords,Sh-Bo,"Do do do do, sh-boom"
16690,2488,Rhythm and Blues,The Chords,Sh-Bo,"Do do do do, sh-boom"
16691,2489,Rhythm and Blues,The Chords,Sh-Bo,"Do do do do, sh-boom"
16692,2490,Rhythm and Blues,The Chords,Sh-Bo,"Do do do do, sh-boom"
16693,2491,Rhythm and Blues,The Chords,Sh-Bo,"Do do do do, sh-boom"
16694,2492,Rhythm and Blues,The Chords,Sh-Bo,"Do do do do, sh-boom"
16695,2494,Rhythm and Blues,The Chords,Sh-Bo,"Whoa, life could be a dream"
16696,2495,Rhythm and Blues,The Chords,Sh-Bo,"Sh-boom, if I could take you up in paradise up above"
16697,2496,Rhythm and Blues,The Chords,Sh-Bo,"Sh-boom, you'd tell me, darling, I'm the only one that you love"
16698,2497,Rhythm and Blues,The Chords,Sh-Bo,"Life could be a dream, sweetheart"
16699,2498,Rhythm and Blues,The Chords,Sh-Bo,"Hello, hello again, sh-boom and hopin' we'll meet again, boom (Ba-boom)"
16700,2500,Rhythm and Blues,The Chords,Sh-Bo,Day dong da ding-dong
16701,2501,Rhythm and Blues,The Chords,Sh-Bo,Sha-lang-a-la-lang-a-la-lang-a-la-lang-a-la
16702,2502,Rhythm and Blues,The Chords,Sh-Bo,Whoa whoa bip
16703,2503,Rhythm and Blues,The Chords,Sh-Bo,"Ah bo da do da dip, whoa"
16704,2504,Rhythm and Blues,The Chords,Sh-Bo,"Life could be a dream, life could be a dream"
16705,2505,Rhythm and Blues,The Chords,Sh-Bo,"Do do do do, sh-boom"
16706,2507,Rhythm and Blues,John Little Willie,Fev,John Little Willie
16707,2508,Rhythm and Blues,John Little Willie,Fev,Miscellaneous
16708,2509,Rhythm and Blues,John Little Willie,Fev,Fever
16709,2510,Rhythm and Blues,John Little Willie,Fev,Fever
16710,2511,Rhythm and Blues,John Little Willie,Fev,(Davenport/Colby)
16711,2513,Rhythm and Blues,John Little Willie,Fev,as performed by Little Willie John
16712,2515,Rhythm and Blues,John Little Willie,Fev,Never know how much I love you
16713,2516,Rhythm and Blues,John Little Willie,Fev,Never know how much I care
16714,2517,Rhythm and Blues,John Little Willie,Fev,When you put your arms around me
16715,2518,Rhythm and Blues,John Little Willie,Fev,I get a feeling that's so hard to bear
16716,2520,Rhythm and Blues,John Little Willie,Fev,You give me fever
16717,2521,Rhythm and Blues,John Little Willie,Fev,When you kiss me
16718,2522,Rhythm and Blues,John Little Willie,Fev,Fever when you hold me tight
16719,2523,Rhythm and Blues,John Little Willie,Fev,Fever in the morning
16720,2524,Rhythm and Blues,John Little Willie,Fev,And fever all through the night
16721,2526,Rhythm and Blues,John Little Willie,Fev,Listen to me baby
16722,2527,Rhythm and Blues,John Little Willie,Fev,Hear every word I say
16723,2528,Rhythm and Blues,John Little Willie,Fev,No one can love you the way I do
16724,2529,Rhythm and Blues,John Little Willie,Fev,Cus they don't know how to love you my way
16725,2531,Rhythm and Blues,John Little Willie,Fev,(chorus:)
16726,2532,Rhythm and Blues,John Little Willie,Fev,You give me fever
16727,2533,Rhythm and Blues,John Little Willie,Fev,When you kiss me
16728,2534,Rhythm and Blues,John Little Willie,Fev,Fever when you hold me tight
16729,2535,Rhythm and Blues,John Little Willie,Fev,Fever in the morning
16730,2536,Rhythm and Blues,John Little Willie,Fev,And fever all through the night
16731,2538,Rhythm and Blues,John Little Willie,Fev,Bless my soul I love you
16732,2539,Rhythm and Blues,John Little Willie,Fev,Take this heart away
16733,2540,Rhythm and Blues,John Little Willie,Fev,Take these arms I'll never use
16734,2541,Rhythm and Blues,John Little Willie,Fev,And just believe in what my lips have to say
16735,2543,Rhythm and Blues,John Little Willie,Fev,chorus
16736,2545,Rhythm and Blues,John Little Willie,Fev,Sun lights up the daytime
16737,2546,Rhythm and Blues,John Little Willie,Fev,Moon lights up the night
16738,2547,Rhythm and Blues,John Little Willie,Fev,My eyes light up when you call my name
16739,2548,Rhythm and Blues,John Little Willie,Fev,Cus I know your gonna treat me right
16740,2550,Rhythm and Blues,John Little Willie,Fev,chorus
16741,2552,Rhythm and Blues,John Little Willie,Fev,hum one verse
16742,2554,Rhythm and Blues,John Little Willie,Fev,"transcribed by <a class=""__cf_email__"" data-cfemail=""22485647505043514b624b4c5647504341414751510c414d4f"" href=""/cdn-cgi/l/email-protection"">email protected</a>"
16743,2556,Rhythm and Blues,The Supremes,Come See About ,"I've been crying, 'cause I'm lonely for you"
16744,2557,Rhythm and Blues,The Supremes,Come See About ,Smiles have all turned to tears
16745,2558,Rhythm and Blues,The Supremes,Come See About ,But tears won't wash away the fears
16746,2559,Rhythm and Blues,The Supremes,Come See About ,That you're never ever gonna return
16747,2560,Rhythm and Blues,The Supremes,Come See About ,To ease the fire that within me burns
16748,2562,Rhythm and Blues,The Supremes,Come See About ,It keeps me crying baby for you
16749,2563,Rhythm and Blues,The Supremes,Come See About ,Keeps me sighin' baby for you
16750,2564,Rhythm and Blues,The Supremes,Come See About ,So won't you hurry?
16751,2565,Rhythm and Blues,The Supremes,Come See About ,"Come on boy, see about me"
16752,2566,Rhythm and Blues,The Supremes,Come See About ,  (Come see about me)
16753,2567,Rhythm and Blues,The Supremes,Come See About ,"See about you, baby"
16754,2568,Rhythm and Blues,The Supremes,Come See About ,  (Come see about me)
16755,2570,Rhythm and Blues,The Supremes,Come See About ,I've given up my friends just for you
16756,2571,Rhythm and Blues,The Supremes,Come See About ,My friends are gone and you have too
16757,2572,Rhythm and Blues,The Supremes,Come See About ,No peace shall I find
16758,2573,Rhythm and Blues,The Supremes,Come See About ,Until you come back and be mine
16759,2574,Rhythm and Blues,The Supremes,Come See About ,No matter what you do or say
16760,2575,Rhythm and Blues,The Supremes,Come See About ,I'm gonna love you anyway
16761,2577,Rhythm and Blues,The Supremes,Come See About ,"Keep on crying, baby for you"
16762,2578,Rhythm and Blues,The Supremes,Come See About ,"I'm gonna keep sighin', baby for you"
16763,2579,Rhythm and Blues,The Supremes,Come See About ,"So come on, hurry"
16764,2580,Rhythm and Blues,The Supremes,Come See About ,Come on and see about me
16765,2581,Rhythm and Blues,The Supremes,Come See About ,  (Come see about me)
16766,2582,Rhythm and Blues,The Supremes,Come See About ,"See about you, baby"
16767,2583,Rhythm and Blues,The Supremes,Come See About ,  (Come see about me)
16768,2585,Rhythm and Blues,The Supremes,Come See About ,"Sometimes up, sometimes down"
16769,2586,Rhythm and Blues,The Supremes,Come See About ,My life's so uncertain with you not around
16770,2587,Rhythm and Blues,The Supremes,Come See About ,From my arms you maybe out of reach
16771,2588,Rhythm and Blues,The Supremes,Come See About ,But my heart says you're here to keep
16772,2590,Rhythm and Blues,The Supremes,Come See About ,"Keeps me crying, baby for you"
16773,2591,Rhythm and Blues,The Supremes,Come See About ,"Keep on, keep on crying, baby for you"
16774,2592,Rhythm and Blues,The Supremes,Come See About ,So won't you hurry?
16775,2593,Rhythm and Blues,The Supremes,Come See About ,"Come on boy, see about me"
16776,2594,Rhythm and Blues,The Supremes,Come See About ,  (Come see about me)
16777,2595,Rhythm and Blues,The Supremes,Come See About ,"See about you, baby"
16778,2596,Rhythm and Blues,The Supremes,Come See About ,  (Come see about me)
16779,2598,Rhythm and Blues,The Supremes,Come See About ,You know I'm so lonely
16780,2599,Rhythm and Blues,The Supremes,Come See About ,  (Come see about me)
16781,2600,Rhythm and Blues,The Supremes,Come See About ,I love you only
16782,2601,Rhythm and Blues,The Supremes,Come See About ,  (Come see about me)
16783,2602,Rhythm and Blues,The Supremes,Come See About ,"See about your, baby"
16784,2603,Rhythm and Blues,The Supremes,Come See About ,  (Come see about me)
16785,2605,Rhythm and Blues,The Isley Brothers,This Old Heart Of Mi,"Ooh, this old heart of mine, been broken thousand times"
16786,2606,Rhythm and Blues,The Isley Brothers,This Old Heart Of Mi,"Each time you break away, I fear you're gone to stay"
16787,2607,Rhythm and Blues,The Isley Brothers,This Old Heart Of Mi,"Lonely nights that come, memories that go"
16788,2608,Rhythm and Blues,The Isley Brothers,This Old Heart Of Mi,"Bringing you back again, hurting me more and more"
16789,2610,Rhythm and Blues,The Isley Brothers,This Old Heart Of Mi,Maybe it's my mistake
16790,2611,Rhythm and Blues,The Isley Brothers,This Old Heart Of Mi,To show this love I feel inside
16791,2612,Rhythm and Blues,The Isley Brothers,This Old Heart Of Mi,'Cause each day that passes by
16792,2613,Rhythm and Blues,The Isley Brothers,This Old Heart Of Mi,You've got me never knowing if I'm coming or going but I
16793,2615,Rhythm and Blues,The Isley Brothers,This Old Heart Of Mi,I love you
16794,2616,Rhythm and Blues,The Isley Brothers,This Old Heart Of Mi,"This is old heart, darling is weak for you"
16795,2617,Rhythm and Blues,The Isley Brothers,This Old Heart Of Mi,"I love you, yes I do, yes I do"
16796,2619,Rhythm and Blues,The Isley Brothers,This Old Heart Of Mi,These old arms of mine
16797,2620,Rhythm and Blues,The Isley Brothers,This Old Heart Of Mi,Miss having you around
16798,2621,Rhythm and Blues,The Isley Brothers,This Old Heart Of Mi,Makes these tears inside
16799,2622,Rhythm and Blues,The Isley Brothers,This Old Heart Of Mi,Start pouring down
16800,2624,Rhythm and Blues,The Isley Brothers,This Old Heart Of Mi,Always with half a kiss
16801,2625,Rhythm and Blues,The Isley Brothers,This Old Heart Of Mi,You remind me of what I miss
16802,2626,Rhythm and Blues,The Isley Brothers,This Old Heart Of Mi,Though I try to control myself
16803,2627,Rhythm and Blues,The Isley Brothers,This Old Heart Of Mi,Like a fool I start grinnin' 'cause my head starts spinnin' 'cause I
16804,2629,Rhythm and Blues,The Isley Brothers,This Old Heart Of Mi,I love you
16805,2630,Rhythm and Blues,The Isley Brothers,This Old Heart Of Mi,"This is old heart, darling is weak for you"
16806,2631,Rhythm and Blues,The Isley Brothers,This Old Heart Of Mi,"I love you, yes I do, yes I do"
16807,2633,Rhythm and Blues,The Isley Brothers,This Old Heart Of Mi,"Ooh, I try hard to hide, my hurt inside"
16808,2634,Rhythm and Blues,The Isley Brothers,This Old Heart Of Mi,This old heart of mine always keeps me cryin'
16809,2635,Rhythm and Blues,The Isley Brothers,This Old Heart Of Mi,"The way you're treating me, leaves me incomplete"
16810,2636,Rhythm and Blues,The Isley Brothers,This Old Heart Of Mi,"You're here for the day, gone for the week now"
16811,2638,Rhythm and Blues,The Isley Brothers,This Old Heart Of Mi,But if you leave me a hundred times
16812,2639,Rhythm and Blues,The Isley Brothers,This Old Heart Of Mi,A hundred times I'll take you back
16813,2640,Rhythm and Blues,The Isley Brothers,This Old Heart Of Mi,I'm yours whenever you want me
16814,2641,Rhythm and Blues,The Isley Brothers,This Old Heart Of Mi,"I'm not too proud to shout it, tell the world about it 'cause I"
16815,2643,Rhythm and Blues,The Isley Brothers,This Old Heart Of Mi,I love you
16816,2644,Rhythm and Blues,The Isley Brothers,This Old Heart Of Mi,"This is old heart, darling is weak for you"
16817,2645,Rhythm and Blues,The Isley Brothers,This Old Heart Of Mi,I love you
16818,2646,Rhythm and Blues,The Isley Brothers,This Old Heart Of Mi,"This is old heart, darling is weak for you"
16819,2648,Rhythm and Blues,The Isley Brothers,This Old Heart Of Mi,I love you
16820,2649,Rhythm and Blues,The Isley Brothers,This Old Heart Of Mi,"This is old heart, darling is weak for you"
16821,2650,Rhythm and Blues,The Isley Brothers,This Old Heart Of Mi,"I love you, yes I do, yes I do"
16822,2651,Rhythm and Blues,The Isley Brothers,This Old Heart Of Mi,"I love you, yes I do, darling is weak for you"
16823,2653,Rhythm and Blues,Sam &amp; Dave,Soul M,Coming to you on a dusty road
16824,2654,Rhythm and Blues,Sam &amp; Dave,Soul M,"Good loving, I got a truck load"
16825,2655,Rhythm and Blues,Sam &amp; Dave,Soul M,"And when you get it, you got something"
16826,2656,Rhythm and Blues,Sam &amp; Dave,Soul M,"So don't worry, 'cause I'm coming"
16827,2658,Rhythm and Blues,Sam &amp; Dave,Soul M,I'm a soul man
16828,2659,Rhythm and Blues,Sam &amp; Dave,Soul M,I'm a soul man
16829,2660,Rhythm and Blues,Sam &amp; Dave,Soul M,I'm a soul man
16830,2661,Rhythm and Blues,Sam &amp; Dave,Soul M,I'm a soul man
16831,2662,Rhythm and Blues,Sam &amp; Dave,Soul M,And that ain't all
16832,2664,Rhythm and Blues,Sam &amp; Dave,Soul M,Got what I got the hard way
16833,2665,Rhythm and Blues,Sam &amp; Dave,Soul M,And I'll make better each and every day
16834,2666,Rhythm and Blues,Sam &amp; Dave,Soul M,"So honey, don't you fret"
16835,2667,Rhythm and Blues,Sam &amp; Dave,Soul M,'Cause you ain't seen nothing yet
16836,2669,Rhythm and Blues,Sam &amp; Dave,Soul M,"I'm a soul man, oh"
16837,2670,Rhythm and Blues,Sam &amp; Dave,Soul M,"I'm a soul man, play it"
16838,2671,Rhythm and Blues,Sam &amp; Dave,Soul M,"I'm a soul man, ha"
16839,2672,Rhythm and Blues,Sam &amp; Dave,Soul M,I'm a soul man
16840,2674,Rhythm and Blues,Sam &amp; Dave,Soul M,I was brought up on a side street
16841,2675,Rhythm and Blues,Sam &amp; Dave,Soul M,Learned how to love before I could eat
16842,2676,Rhythm and Blues,Sam &amp; Dave,Soul M,I was educated from good stock
16843,2677,Rhythm and Blues,Sam &amp; Dave,Soul M,"When I start loving, oh I can't stop"
16844,2679,Rhythm and Blues,Sam &amp; Dave,Soul M,I'm a soul man
16845,2680,Rhythm and Blues,Sam &amp; Dave,Soul M,I'm a soul man
16846,2681,Rhythm and Blues,Sam &amp; Dave,Soul M,"I'm a soul man, yeah"
16847,2682,Rhythm and Blues,Sam &amp; Dave,Soul M,I'm a soul man
16848,2684,Rhythm and Blues,Sam &amp; Dave,Soul M,Grab the rope and I'll pull you in
16849,2685,Rhythm and Blues,Sam &amp; Dave,Soul M,Give you hope and be your only boyfriend
16850,2686,Rhythm and Blues,Sam &amp; Dave,Soul M,Yeah (yeah) yeah (yeah)
16851,2688,Rhythm and Blues,Sam &amp; Dave,Soul M,I'm a soul man
16852,2689,Rhythm and Blues,Sam &amp; Dave,Soul M,I'm a soul man
16853,2690,Rhythm and Blues,Sam &amp; Dave,Soul M,I'm a soul man
16854,2691,Rhythm and Blues,Sam &amp; Dave,Soul M,I'm a soul man
16855,2693,Rhythm and Blues,The Marvelettes,Please Mr. Postm,Wait!
